ID_PEDIDO,FECHA,ID_CLIENTE,Cliente,ID_VENDEDOR,VENDEDOR,Genero_Vendedor,Sucursal_Vendedor,Provincia_Vendedor,latitud,longitud,Region_Vendedor,ID_PRODUCTO,Nombre_Producto,PRECIO_COMPRA,PRECIO_VENTA,CANTIDAD,INGRESO_TOTAL,foto_Productos_url,foto_Vendedor_url
5942,2023-05-16,11,Miguel Ramos,6,Jorge Ramos,Masculino,Sucursal B,Santiago,19.4515,-70.6973,SUR,8,Yogur,30,50,45,2543.4,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png
5943,2020-12-03,3,José Santana,5,Sofia Bergara,Femenino,Sucursal A,San Pedro de Macorís,18.4616,-69.2973,NORTE,9,Aceite de oliva,60,80,79,5223.48,https://studikard.com/wp-content/uploads/2021/11/Aceite-de-oliva-extra-virgen.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5944,2020-01-31,11,Miguel Ramos,7,Juan Comila,Masculino,Sucursal C,Puerto Plata,19.7907,-70.6907,SUR,15,Miel,75,95,41,2346.84,https://prodexspa.com/wp-content/uploads/2023/05/foto_miel_apoyo_low.png,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png
5945,2022-02-18,13,Pablo Perez,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,7,Huevos,35,55,37,2531.91,https://acdn.mitiendanube.com/stores/001/926/707/products/mesa-de-trabajo-11-ab4aedeb4966ce692416358047799893-640-0.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5946,2020-07-05,13,Pablo Perez,8,Juan Gabrie,Masculino,Sucursal D,Duarte,19.197,-70.684,SUR,14,Queso,65,85,5,474.05,https://covica.es/wp-content/uploads/2022/11/QUESOS_36-removebg-preview.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5947,2021-08-27,26,Patricia Vizcaino,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,13,Pescado,50,70,4,230.96,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5948,2021-12-26,22,Sara Santana,14,Lucía López,Femenino,Sucursal B,San Cristóbal,18.4167,-70.1,ESTE,7,Huevos,35,55,57,4045.86,https://acdn.mitiendanube.com/stores/001/926/707/products/mesa-de-trabajo-11-ab4aedeb4966ce692416358047799893-640-0.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5949,2022-05-23,24,Claudia Comila,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,7,Huevos,35,55,39,2843.88,https://acdn.mitiendanube.com/stores/001/926/707/products/mesa-de-trabajo-11-ab4aedeb4966ce692416358047799893-640-0.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5950,2021-03-02,2,María Vizcaino,4,Luis Diaz,Masculino,Sucursal D,La Romana,18.4273,-68.9728,NORTE,8,Yogur,30,50,16,1522.56,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png
5951,2020-12-21,30,Julia Ramos,14,Lucía López,Femenino,Sucursal B,San Cristóbal,18.4167,-70.1,ESTE,15,Miel,75,95,10,544.4,https://prodexspa.com/wp-content/uploads/2023/05/foto_miel_apoyo_low.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5952,2020-07-22,30,Julia Ramos,13,Alejandro Pérez,Masculino,Sucursal A,San Juan,18.8067,-71.2294,ESTE,13,Pescado,50,70,36,2265.48,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png
5953,2024-02-08,5,Carlos Bergara,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,1,Leche,50,70,100,9418.0,https://png.pngtree.com/png-vector/20240206/ourmid/pngtree-gallon-of-milk-isolated-on-white-drink-cutout-lactosefresh-png-image_11635524.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5954,2023-08-11,23,Andrés Ramos,6,Jorge Ramos,Masculino,Sucursal B,Santiago,19.4515,-70.6973,SUR,13,Pescado,50,70,17,1283.33,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png
5955,2021-05-31,7,Juan Comila,6,Jorge Ramos,Masculino,Sucursal B,Santiago,19.4515,-70.6973,SUR,15,Miel,75,95,14,844.9,https://prodexspa.com/wp-content/uploads/2023/05/foto_miel_apoyo_low.png,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png
5956,2024-06-03,22,Sara Santana,1,Juan Perez,Masculino,Sucursal A,La Altagracia,18.6167,-68.7167,NORTE,15,Miel,75,95,100,5004.0,https://prodexspa.com/wp-content/uploads/2023/05/foto_miel_apoyo_low.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5957,2023-03-16,12,Sofía Comila,11,Pedro Gómez,Masculino,Sucursal C,Azua,18.4667,-70.7333,ESTE,9,Aceite de oliva,60,80,22,1710.94,https://studikard.com/wp-content/uploads/2021/11/Aceite-de-oliva-extra-virgen.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5958,2024-04-20,11,Miguel Ramos,11,Pedro Gómez,Masculino,Sucursal C,Azua,18.4667,-70.7333,ESTE,8,Yogur,30,50,49,4081.21,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5959,2021-12-13,29,Sergio Bergara,14,Lucía López,Femenino,Sucursal B,San Cristóbal,18.4167,-70.1,ESTE,14,Queso,65,85,16,1374.56,https://covica.es/wp-content/uploads/2022/11/QUESOS_36-removebg-preview.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5960,2020-08-11,6,Lucía Ramos,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,5,Aceite,45,65,61,4517.66,https://cdn-icons-png.freepik.com/512/5029/5029264.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5961,2020-06-08,16,Paula Diaz,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,11,Verduras frescas,15,35,37,2138.97,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5962,2020-04-08,19,Antonio Comila,13,Alejandro Pérez,Masculino,Sucursal A,San Juan,18.8067,-71.2294,ESTE,2,Legumbres,30,50,67,3987.17,https://hslegumbres.com.ar/wp-content/uploads/2019/09/legumbres-min.png,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png
5963,2022-02-12,26,Patricia Vizcaino,2,Maria Vizcaino,Femenino,Sucursal B,El Seibo,18.7667,-69.0333,NORTE,8,Yogur,30,50,11,592.24,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5964,2020-07-13,1,Alejandro Perez,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,6,Arroz,25,45,56,4949.28,https://hudamar.com.ar/wp-content/uploads/2023/10/55d62459-872f-44fd-b13f-b8dec6a18061.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5965,2020-08-28,21,Javier Diaz,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,4,Pan integral,40,60,77,7600.67,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5966,2020-11-04,2,María Vizcaino,2,Maria Vizcaino,Femenino,Sucursal B,El Seibo,18.7667,-69.0333,NORTE,15,Miel,75,95,88,8459.44,https://prodexspa.com/wp-content/uploads/2023/05/foto_miel_apoyo_low.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5967,2023-09-18,30,Julia Ramos,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,12,Carne de pollo,55,75,38,3377.06,https://carnessanpietro.com/wp-content/uploads/2023/12/carne_carne-para-bistec.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5968,2024-06-26,30,Julia Ramos,7,Juan Comila,Masculino,Sucursal C,Puerto Plata,19.7907,-70.6907,SUR,12,Carne de pollo,55,75,1,84.17,https://carnessanpietro.com/wp-content/uploads/2023/12/carne_carne-para-bistec.png,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png
5969,2020-07-19,28,Teresa Diaz,12,María Rodríguez,Femenino,Sucursal D,Barahona,18.2085,-71.1007,ESTE,4,Pan integral,40,60,26,1855.36,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5970,2020-04-07,17,Francisco Bergara,4,Luis Diaz,Masculino,Sucursal D,La Romana,18.4273,-68.9728,NORTE,4,Pan integral,40,60,39,3225.69,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png
5971,2021-08-26,14,Isabel Vizcaino,15,Javier Martínez,Masculino,Sucursal C,Peravia,18.2833,-70.3333,ESTE,14,Queso,65,85,76,4896.68,https://covica.es/wp-content/uploads/2022/11/QUESOS_36-removebg-preview.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5972,2024-02-09,21,Javier Diaz,12,María Rodríguez,Femenino,Sucursal D,Barahona,18.2085,-71.1007,ESTE,11,Verduras frescas,15,35,55,4215.2,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5973,2021-03-13,17,Francisco Bergara,2,Maria Vizcaino,Femenino,Sucursal B,El Seibo,18.7667,-69.0333,NORTE,12,Carne de pollo,55,75,47,2759.37,https://carnessanpietro.com/wp-content/uploads/2023/12/carne_carne-para-bistec.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5974,2021-07-25,24,Claudia Comila,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,13,Pescado,50,70,27,2366.28,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5975,2023-08-28,14,Isabel Vizcaino,12,María Rodríguez,Femenino,Sucursal D,Barahona,18.2085,-71.1007,ESTE,13,Pescado,50,70,31,2383.9,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5976,2020-08-07,8,Ana Gabrie,11,Pedro Gómez,Masculino,Sucursal C,Azua,18.4667,-70.7333,ESTE,6,Arroz,25,45,65,4780.75,https://hudamar.com.ar/wp-content/uploads/2023/10/55d62459-872f-44fd-b13f-b8dec6a18061.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5977,2023-05-22,15,Diego Santana,15,Javier Martínez,Masculino,Sucursal C,Peravia,18.2833,-70.3333,ESTE,7,Huevos,35,55,56,4242.0,https://acdn.mitiendanube.com/stores/001/926/707/products/mesa-de-trabajo-11-ab4aedeb4966ce692416358047799893-640-0.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5978,2023-07-02,7,Juan Comila,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,11,Verduras frescas,15,35,14,717.78,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5979,2020-11-04,2,María Vizcaino,12,María Rodríguez,Femenino,Sucursal D,Barahona,18.2085,-71.1007,ESTE,11,Verduras frescas,15,35,80,4100.8,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5980,2022-03-09,27,David Santana,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,4,Pan integral,40,60,69,5249.52,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5981,2020-07-07,14,Isabel Vizcaino,15,Javier Martínez,Masculino,Sucursal C,Peravia,18.2833,-70.3333,ESTE,11,Verduras frescas,15,35,9,765.72,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5982,2022-06-26,30,Julia Ramos,1,Juan Perez,Masculino,Sucursal A,La Altagracia,18.6167,-68.7167,NORTE,15,Miel,75,95,73,6684.61,https://prodexspa.com/wp-content/uploads/2023/05/foto_miel_apoyo_low.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5983,2020-09-11,2,María Vizcaino,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,10,Agua potable,10,30,1,70.42,https://www.lenntech.com/images/Water/bottled.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5984,2022-05-14,12,Sofía Comila,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,4,Pan integral,40,60,58,4773.98,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5985,2023-12-16,15,Diego Santana,13,Alejandro Pérez,Masculino,Sucursal A,San Juan,18.8067,-71.2294,ESTE,12,Carne de pollo,55,75,63,4735.71,https://carnessanpietro.com/wp-content/uploads/2023/12/carne_carne-para-bistec.png,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png
5986,2020-11-15,24,Claudia Comila,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,4,Pan integral,40,60,7,383.95,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
5987,2021-02-21,27,David Santana,7,Juan Comila,Masculino,Sucursal C,Puerto Plata,19.7907,-70.6907,SUR,8,Yogur,30,50,97,6015.94,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png
5988,2021-11-22,27,David Santana,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,3,Frutas frescas,20,40,34,1866.94,https://www.elmonaguillo.com/images/productos/frutas_deshidratadas/10.1_frutas_deshidratadas.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
5989,2022-10-06,5,Carlos Bergara,15,Javier Martínez,Masculino,Sucursal C,Peravia,18.2833,-70.3333,ESTE,5,Aceite,45,65,92,4735.24,https://cdn-icons-png.freepik.com/512/5029/5029264.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5990,2022-09-22,20,Elena Gabrie,5,Sofia Bergara,Femenino,Sucursal A,San Pedro de Macorís,18.4616,-69.2973,NORTE,14,Queso,65,85,20,1873.4,https://covica.es/wp-content/uploads/2022/11/QUESOS_36-removebg-preview.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5991,2020-06-17,20,Elena Gabrie,11,Pedro Gómez,Masculino,Sucursal C,Azua,18.4667,-70.7333,ESTE,12,Carne de pollo,55,75,81,7948.53,https://carnessanpietro.com/wp-content/uploads/2023/12/carne_carne-para-bistec.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5992,2023-10-03,23,Andrés Ramos,2,Maria Vizcaino,Femenino,Sucursal B,El Seibo,18.7667,-69.0333,NORTE,7,Huevos,35,55,96,5291.52,https://acdn.mitiendanube.com/stores/001/926/707/products/mesa-de-trabajo-11-ab4aedeb4966ce692416358047799893-640-0.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5993,2021-06-23,23,Andrés Ramos,12,María Rodríguez,Femenino,Sucursal D,Barahona,18.2085,-71.1007,ESTE,9,Aceite de oliva,60,80,13,1038.05,https://studikard.com/wp-content/uploads/2021/11/Aceite-de-oliva-extra-virgen.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5994,2023-02-19,18,Marta Ramos,2,Maria Vizcaino,Femenino,Sucursal B,El Seibo,18.7667,-69.0333,NORTE,3,Frutas frescas,20,40,60,5772.0,https://www.elmonaguillo.com/images/productos/frutas_deshidratadas/10.1_frutas_deshidratadas.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
5995,2021-07-19,12,Sofía Comila,5,Sofia Bergara,Femenino,Sucursal A,San Pedro de Macorís,18.4616,-69.2973,NORTE,10,Agua potable,10,30,69,6796.5,https://www.lenntech.com/images/Water/bottled.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
5996,2020-09-15,9,Luis Diaz,7,Juan Comila,Masculino,Sucursal C,Puerto Plata,19.7907,-70.6907,SUR,10,Agua potable,10,30,18,1090.62,https://www.lenntech.com/images/Water/bottled.png,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png
5997,2022-06-24,19,Antonio Comila,4,Luis Diaz,Masculino,Sucursal D,La Romana,18.4273,-68.9728,NORTE,2,Legumbres,30,50,98,6001.52,https://hslegumbres.com.ar/wp-content/uploads/2019/09/legumbres-min.png,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png
5998,2022-04-15,22,Sara Santana,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,9,Aceite de oliva,60,80,86,6916.12,https://studikard.com/wp-content/uploads/2021/11/Aceite-de-oliva-extra-virgen.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
5999,2020-05-28,3,José Santana,14,Lucía López,Femenino,Sucursal B,San Cristóbal,18.4167,-70.1,ESTE,12,Carne de pollo,55,75,25,1882.75,https://carnessanpietro.com/wp-content/uploads/2023/12/carne_carne-para-bistec.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
6000,2024-05-08,29,Sergio Bergara,1,Juan Perez,Masculino,Sucursal A,La Altagracia,18.6167,-68.7167,NORTE,6,Arroz,25,45,18,1199.52,https://hudamar.com.ar/wp-content/uploads/2023/10/55d62459-872f-44fd-b13f-b8dec6a18061.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
6001,2023-02-19,9,Luis Diaz,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,11,Verduras frescas,15,35,17,1067.26,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
6002,2020-08-10,14,Isabel Vizcaino,8,Juan Gabrie,Masculino,Sucursal D,Duarte,19.197,-70.684,SUR,4,Pan integral,40,60,10,572.9,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6003,2020-10-13,13,Pablo Perez,5,Sofia Bergara,Femenino,Sucursal A,San Pedro de Macorís,18.4616,-69.2973,NORTE,2,Legumbres,30,50,48,3972.0,https://hslegumbres.com.ar/wp-content/uploads/2019/09/legumbres-min.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
6004,2022-01-30,17,Francisco Bergara,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,3,Frutas frescas,20,40,94,8883.0,https://www.elmonaguillo.com/images/productos/frutas_deshidratadas/10.1_frutas_deshidratadas.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6005,2024-05-21,7,Juan Comila,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,4,Pan integral,40,60,19,1781.63,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6006,2023-05-30,9,Luis Diaz,1,Juan Perez,Masculino,Sucursal A,La Altagracia,18.6167,-68.7167,NORTE,10,Agua potable,10,30,30,1967.1,https://www.lenntech.com/images/Water/bottled.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
6007,2021-07-20,15,Diego Santana,3,Ana Santana,Femenino,Sucursal C,Hato Mayor,18.7667,-69.25,NORTE,8,Yogur,30,50,91,6107.92,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
6008,2020-02-24,10,Carmen Santana,6,Jorge Ramos,Masculino,Sucursal B,Santiago,19.4515,-70.6973,SUR,2,Legumbres,30,50,41,2487.06,https://hslegumbres.com.ar/wp-content/uploads/2019/09/legumbres-min.png,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png
6009,2021-05-09,28,Teresa Diaz,7,Juan Comila,Masculino,Sucursal C,Puerto Plata,19.7907,-70.6907,SUR,9,Aceite de oliva,60,80,94,6876.1,https://studikard.com/wp-content/uploads/2021/11/Aceite-de-oliva-extra-virgen.png,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png
6010,2021-06-21,29,Sergio Bergara,6,Jorge Ramos,Masculino,Sucursal B,Santiago,19.4515,-70.6973,SUR,11,Verduras frescas,15,35,25,1332.25,https://img.pikbest.com/origin/09/05/38/99KpIkbEsTxDy.png!w700wp,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png
6011,2021-08-31,23,Andrés Ramos,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,13,Pescado,50,70,61,4392.0,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6012,2022-02-09,13,Pablo Perez,14,Lucía López,Femenino,Sucursal B,San Cristóbal,18.4167,-70.1,ESTE,13,Pescado,50,70,36,3151.8,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png
6013,2022-10-16,18,Marta Ramos,15,Javier Martínez,Masculino,Sucursal C,Peravia,18.2833,-70.3333,ESTE,5,Aceite,45,65,98,7120.68,https://cdn-icons-png.freepik.com/512/5029/5029264.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
6014,2021-09-01,19,Antonio Comila,1,Juan Perez,Masculino,Sucursal A,La Altagracia,18.6167,-68.7167,NORTE,8,Yogur,30,50,95,8145.3,https://perulabecologic.com.pe/wp-content/uploads/2020/04/yogurt-natural-botella.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
6015,2023-06-11,14,Isabel Vizcaino,5,Sofia Bergara,Femenino,Sucursal A,San Pedro de Macorís,18.4616,-69.2973,NORTE,13,Pescado,50,70,83,7938.95,https://res.cloudinary.com/oita/image/upload/v1688057414/Merco/Parte%205/7720_PESCADO_PARA_CALDO_m4getv.png,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png
6016,2022-10-24,2,María Vizcaino,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,6,Arroz,25,45,79,5695.9,https://hudamar.com.ar/wp-content/uploads/2023/10/55d62459-872f-44fd-b13f-b8dec6a18061.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
6017,2021-12-12,2,María Vizcaino,8,Juan Gabrie,Masculino,Sucursal D,Duarte,19.197,-70.684,SUR,4,Pan integral,40,60,34,1956.7,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6018,2021-05-13,29,Sergio Bergara,13,Alejandro Pérez,Masculino,Sucursal A,San Juan,18.8067,-71.2294,ESTE,3,Frutas frescas,20,40,82,5017.58,https://www.elmonaguillo.com/images/productos/frutas_deshidratadas/10.1_frutas_deshidratadas.png,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png
6019,2024-06-21,19,Antonio Comila,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,3,Frutas frescas,20,40,68,3752.24,https://www.elmonaguillo.com/images/productos/frutas_deshidratadas/10.1_frutas_deshidratadas.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
6020,2023-04-18,2,María Vizcaino,9,Carlos Santos,Masculino,Sucursal A,Espaillat,19.5753,-70.6467,SUR,10,Agua potable,10,30,32,2055.36,https://www.lenntech.com/images/Water/bottled.png,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png
6021,2021-06-04,4,Laura Diaz,7,Juan Comila,Masculino,Sucursal C,Puerto Plata,19.7907,-70.6907,SUR,4,Pan integral,40,60,28,1469.72,https://dinkel.es/wp-content/uploads/2020/05/1231-G-Vollkorn-Saatenbrot-molde-15-kg-min.png,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png
6022,2024-01-18,29,Sergio Bergara,12,María Rodríguez,Femenino,Sucursal D,Barahona,18.2085,-71.1007,ESTE,1,Leche,50,70,11,943.03,https://png.pngtree.com/png-vector/20240206/ourmid/pngtree-gallon-of-milk-isolated-on-white-drink-cutout-lactosefresh-png-image_11635524.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
6023,2022-11-07,9,Luis Diaz,13,Alejandro Pérez,Masculino,Sucursal A,San Juan,18.8067,-71.2294,ESTE,6,Arroz,25,45,21,1317.96,https://hudamar.com.ar/wp-content/uploads/2023/10/55d62459-872f-44fd-b13f-b8dec6a18061.png,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png
6024,2024-05-22,5,Carlos Bergara,8,Juan Gabrie,Masculino,Sucursal D,Duarte,19.197,-70.684,SUR,5,Aceite,45,65,85,6376.7,https://cdn-icons-png.freepik.com/512/5029/5029264.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6025,2023-11-19,21,Javier Diaz,10,Laura Mendoza,Femenino,Sucursal B,La Vega,19.2167,-70.5167,SUR,3,Frutas frescas,20,40,23,1595.74,https://www.elmonaguillo.com/images/productos/frutas_deshidratadas/10.1_frutas_deshidratadas.png,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png
6026,2023-05-01,30,Julia Ramos,2,Maria Vizcaino,Femenino,Sucursal B,El Seibo,18.7667,-69.0333,NORTE,2,Legumbres,30,50,26,1467.44,https://hslegumbres.com.ar/wp-content/uploads/2019/09/legumbres-min.png,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png
